web-scraper-order,web-scraper-start-url,category-links,category-links-href,subcategory-links,subcategory-links-href,product-links,product-links-href,name,price,description
"1685079431-121","https://www.webscraper.io/test-sites/e-commerce/allinone","Computers","https://www.webscraper.io/test-sites/e-commerce/allinone/computers","Tablets","https://www.webscraper.io/test-sites/e-commerce/allinone/computers/tablets","Galaxy Note","https://www.webscraper.io/test-sites/e-commerce/allinone/product/504","Galaxy Note","$489.99","12.2"", 32GB, WiFi, Android 4.4, White"
"1685079434-122","https://www.webscraper.io/test-sites/e-commerce/allinone","Computers","https://www.webscraper.io/test-sites/e-commerce/allinone/computers","Tablets","https://www.webscraper.io/test-sites/e-commerce/allinone/computers/tablets","Galaxy Note","https://www.webscraper.io/test-sites/e-commerce/allinone/product/514","Galaxy Note","$399.99","10.1"", 3G, Android 4.0, Garnet Red"
"1685079437-123","https://www.webscraper.io/test-sites/e-commerce/allinone","Computers","https://www.webscraper.io/test-sites/e-commerce/allinone/computers","Tablets","https://www.webscraper.io/test-sites/e-commerce/allinone/computers/tablets","MeMo PAD FHD 10","https://www.webscraper.io/test-sites/e-commerce/allinone/product/510","MeMo PAD FHD 10","$320.99","White, 10.1"" IPS, 1.6GHz, 2GB, 16GB, Android 4.2"
"1685079440-124","https://www.webscraper.io/test-sites/e-commerce/allinone","Computers","https://www.webscraper.io/test-sites/e-commerce/allinone/computers","Tablets","https://www.webscraper.io/test-sites/e-commerce/allinone/computers/tablets","Galaxy Tab","https://www.webscraper.io/test-sites/e-commerce/allinone/product/501","Galaxy Tab","$251.99","16GB, White"
"1685079443-125","https://www.webscraper.io/test-sites/e-commerce/allinone","Computers","https://www.webscraper.io/test-sites/e-commerce/allinone/computers","Tablets","https://www.webscraper.io/test-sites/e-commerce/allinone/computers/tablets","Galaxy Tab 4","https://www.webscraper.io/test-sites/e-commerce/allinone/product/506","Galaxy Tab 4","$233.99","LTE (SM-T235), Quad-Core 1.2GHz, 8GB, Black"
"1685079464-126","https://www.webscraper.io/test-sites/e-commerce/allinone","Computers","https://www.webscraper.io/test-sites/e-commerce/allinone/computers","Tablets","https://www.webscraper.io/test-sites/e-commerce/allinone/computers/tablets","IdeaTab S5000","https://www.webscraper.io/test-sites/e-commerce/allinone/product/511","Galaxy Tab 4","$233.99","LTE (SM-T235), Quad-Core 1.2GHz, 8GB, Black"
"1685079467-127","https://www.webscraper.io/test-sites/e-commerce/allinone","Computers","https://www.webscraper.io/test-sites/e-commerce/allinone/computers","Tablets","https://www.webscraper.io/test-sites/e-commerce/allinone/computers/tablets","IdeaTab A3500-H","https://www.webscraper.io/test-sites/e-commerce/allinone/product/502","IdeaTab A3500-H","$148.99","Blue, 7"" IPS, Quad-Core 1.3GHz, 8GB, 3G, Android 4.2"
"1685079470-128","https://www.webscraper.io/test-sites/e-commerce/allinone","Computers","https://www.webscraper.io/test-sites/e-commerce/allinone/computers","Tablets","https://www.webscraper.io/test-sites/e-commerce/allinone/computers/tablets","MeMO Pad 7","https://www.webscraper.io/test-sites/e-commerce/allinone/product/505","MeMO Pad 7","$130.99","White, 7"", Atom 1.2GHz, 8GB, Android 4.4"
"1685079473-129","https://www.webscraper.io/test-sites/e-commerce/allinone","Computers","https://www.webscraper.io/test-sites/e-commerce/allinone/computers","Tablets","https://www.webscraper.io/test-sites/e-commerce/allinone/computers/tablets","IdeaTab A8-50","https://www.webscraper.io/test-sites/e-commerce/allinone/product/513","IdeaTab A8-50","$121.99","Blue, 8"" IPS, Quad-Core 1.3GHz, 16GB, Android 4.2"
"1685079476-130","https://www.webscraper.io/test-sites/e-commerce/allinone","Computers","https://www.webscraper.io/test-sites/e-commerce/allinone/computers","Tablets","https://www.webscraper.io/test-sites/e-commerce/allinone/computers/tablets","Galaxy Tab 3","https://www.webscraper.io/test-sites/e-commerce/allinone/product/507","Galaxy Tab 3","$107.99","7"", 8GB, Wi-Fi, Android 4.2, Yellow"
"1685079479-131","https://www.webscraper.io/test-sites/e-commerce/allinone","Computers","https://www.webscraper.io/test-sites/e-commerce/allinone/computers","Tablets","https://www.webscraper.io/test-sites/e-commerce/allinone/computers/tablets","Amazon Kindle","https://www.webscraper.io/test-sites/e-commerce/allinone/product/498","Amazon Kindle","$103.99","6"" screen, wifi"
"1685079482-132","https://www.webscraper.io/test-sites/e-commerce/allinone","Computers","https://www.webscraper.io/test-sites/e-commerce/allinone/computers","Tablets","https://www.webscraper.io/test-sites/e-commerce/allinone/computers/tablets","Asus MeMO Pad","https://www.webscraper.io/test-sites/e-commerce/allinone/product/497","Asus MeMO Pad","$102.99","7"" screen, Android, 8GB"
"1685079485-133","https://www.webscraper.io/test-sites/e-commerce/allinone","Computers","https://www.webscraper.io/test-sites/e-commerce/allinone/computers","Tablets","https://www.webscraper.io/test-sites/e-commerce/allinone/computers/tablets","Memo Pad HD 7","https://www.webscraper.io/test-sites/e-commerce/allinone/product/508","Memo Pad HD 7","$101.99","IPS, Dual-Core 1.2GHz, 8GB, Android 4.3"
"1685079488-134","https://www.webscraper.io/test-sites/e-commerce/allinone","Computers","https://www.webscraper.io/test-sites/e-commerce/allinone/computers","Tablets","https://www.webscraper.io/test-sites/e-commerce/allinone/computers/tablets","Iconia B1-730HD","https://www.webscraper.io/test-sites/e-commerce/allinone/product/512","Iconia B1-730HD","$99.99","Black, 7"", 1.6GHz Dual-Core, 8GB, Android 4.4"
"1685079491-135","https://www.webscraper.io/test-sites/e-commerce/allinone","Computers","https://www.webscraper.io/test-sites/e-commerce/allinone/computers","Tablets","https://www.webscraper.io/test-sites/e-commerce/allinone/computers/tablets","Galaxy Tab 3","https://www.webscraper.io/test-sites/e-commerce/allinone/product/503","Galaxy Tab 3","$97.99","7"", 8GB, Wi-Fi, Android 4.2, White"
"1685079494-136","https://www.webscraper.io/test-sites/e-commerce/allinone","Computers","https://www.webscraper.io/test-sites/e-commerce/allinone/computers","Tablets","https://www.webscraper.io/test-sites/e-commerce/allinone/computers/tablets","Acer Iconia","https://www.webscraper.io/test-sites/e-commerce/allinone/product/496","Acer Iconia","$96.99","7"" screen, Android, 16GB"
"1685079497-137","https://www.webscraper.io/test-sites/e-commerce/allinone","Computers","https://www.webscraper.io/test-sites/e-commerce/allinone/computers","Tablets","https://www.webscraper.io/test-sites/e-commerce/allinone/computers/tablets","IdeaTab A3500L","https://www.webscraper.io/test-sites/e-commerce/allinone/product/500","IdeaTab A3500L","$88.99","Black, 7"" IPS, Quad-Core 1.2GHz, 8GB, Android 4.2"
"1685079500-138","https://www.webscraper.io/test-sites/e-commerce/allinone","Computers","https://www.webscraper.io/test-sites/e-commerce/allinone/computers","Tablets","https://www.webscraper.io/test-sites/e-commerce/allinone/computers/tablets","Lenovo IdeaTab","https://www.webscraper.io/test-sites/e-commerce/allinone/product/495","Lenovo IdeaTab","$69.99","7"" screen, Android"
"1685079509-139","https://www.webscraper.io/test-sites/e-commerce/allinone","Phones","https://www.webscraper.io/test-sites/e-commerce/allinone/phones","Touch","https://www.webscraper.io/test-sites/e-commerce/allinone/phones/touch","Iphone","https://www.webscraper.io/test-sites/e-commerce/allinone/product/494","Iphone","$899.99","Black"
"1685079512-140","https://www.webscraper.io/test-sites/e-commerce/allinone","Phones","https://www.webscraper.io/test-sites/e-commerce/allinone/phones","Touch","https://www.webscraper.io/test-sites/e-commerce/allinone/phones/touch","Iphone","https://www.webscraper.io/test-sites/e-commerce/allinone/product/493","Iphone","$899.99","Silver"
"1685079515-141","https://www.webscraper.io/test-sites/e-commerce/allinone","Phones","https://www.webscraper.io/test-sites/e-commerce/allinone/phones","Touch","https://www.webscraper.io/test-sites/e-commerce/allinone/phones/touch","Iphone","https://www.webscraper.io/test-sites/e-commerce/allinone/product/492","Iphone","$899.99","White"
"1685079518-142","https://www.webscraper.io/test-sites/e-commerce/allinone","Phones","https://www.webscraper.io/test-sites/e-commerce/allinone/phones","Touch","https://www.webscraper.io/test-sites/e-commerce/allinone/phones/touch","Ubuntu Edge","https://www.webscraper.io/test-sites/e-commerce/allinone/product/491","Ubuntu Edge","$499.99","Sapphire glass"
"1685079521-143","https://www.webscraper.io/test-sites/e-commerce/allinone","Phones","https://www.webscraper.io/test-sites/e-commerce/allinone/phones","Touch","https://www.webscraper.io/test-sites/e-commerce/allinone/phones/touch","Sony Xperia","https://www.webscraper.io/test-sites/e-commerce/allinone/product/490","Sony Xperia","$118.99","GPS, waterproof"
"1685079524-144","https://www.webscraper.io/test-sites/e-commerce/allinone","Phones","https://www.webscraper.io/test-sites/e-commerce/allinone/phones","Touch","https://www.webscraper.io/test-sites/e-commerce/allinone/phones/touch","Nokia X","https://www.webscraper.io/test-sites/e-commerce/allinone/product/489","Nokia X","$109.99","Andoid, Jolla dualboot"
"1685079527-145","https://www.webscraper.io/test-sites/e-commerce/allinone","Phones","https://www.webscraper.io/test-sites/e-commerce/allinone/phones","Touch","https://www.webscraper.io/test-sites/e-commerce/allinone/phones/touch","Samsung Galaxy","https://www.webscraper.io/test-sites/e-commerce/allinone/product/488","Samsung Galaxy","$93.99","5 mpx. Android 5.0"
"1685079530-146","https://www.webscraper.io/test-sites/e-commerce/allinone","Phones","https://www.webscraper.io/test-sites/e-commerce/allinone/phones","Touch","https://www.webscraper.io/test-sites/e-commerce/allinone/phones/touch","LG Optimus","https://www.webscraper.io/test-sites/e-commerce/allinone/product/487","LG Optimus","$57.99","3.2"" screen"
"1685079533-147","https://www.webscraper.io/test-sites/e-commerce/allinone","Phones","https://www.webscraper.io/test-sites/e-commerce/allinone/phones","Touch","https://www.webscraper.io/test-sites/e-commerce/allinone/phones/touch","Nokia 123","https://www.webscraper.io/test-sites/e-commerce/allinone/product/486","Nokia 123","$24.99","7 day battery"
